,Mes,Precio m2,Variación mensual,Variación trimestral,Variación anual,Distrito
1629,01/09/23,14.6,2.8%,7.4%,4.8%,Indautxu
1630,01/08/23,14.2,2.3%,2.1%,2.3%,Indautxu
1631,01/07/23,13.9,2.1%,-0.3%,2.3%,Indautxu
1632,01/06/23,13.6,-2.4%,-2.4%,0.2%,Indautxu
1633,01/05/23,13.9,n.d.,-0.7%,4.5%,Indautxu
1634,01/04/23,13.9,n.d.,-3.6%,4.5%,Indautxu
1635,01/03/23,13.9,-0.7%,-3.6%,5.3%,Indautxu
1636,01/02/23,14.0,-2.9%,-0.5%,5.2%,Indautxu
1637,01/01/23,14.4,n.d.,3.7%,8.3%,Indautxu
1638,01/12/22,14.4,2.4%,3.7%,8.3%,Indautxu
1639,01/11/22,14.1,1.2%,1.5%,5.8%,Indautxu
1640,01/10/22,13.9,"0,00%",2.6%,1.3%,Indautxu
1641,01/09/22,13.9,0.3%,2.7%,2.7%,Indautxu
1642,01/08/22,13.9,2.3%,4.2%,3.2%,Indautxu
1643,01/07/22,13.6,n.d.,1.8%,0.5%,Indautxu
1644,01/06/22,13.6,1.8%,2.6%,n.d.,Indautxu
1645,01/05/22,13.3,n.d.,n.d.,-1.8%,Indautxu
1646,01/04/22,13.3,0.8%,n.d.,-1.4%,Indautxu
1647,01/03/22,13.2,-0.8%,-0.8%,"-3,00%",Indautxu
1648,01/02/22,13.3,n.d.,n.d.,-4.8%,Indautxu
1649,01/01/22,13.3,n.d.,"-3,00%",-4.8%,Indautxu
1650,01/12/21,13.3,n.d.,-1.8%,-1.8%,Indautxu
1651,01/11/21,13.3,"-3,00%","-1,00%","-1,00%",Indautxu
1652,01/10/21,13.8,1.3%,1.9%,3.1%,Indautxu
1653,01/09/21,13.6,0.8%,n.d.,0.1%,Indautxu
1654,01/08/21,13.5,-0.3%,-0.8%,-0.8%,Indautxu
1655,01/07/21,13.5,-0.5%,-0.2%,1.3%,Indautxu
1656,01/06/21,13.6,n.d.,-0.5%,1.8%,Indautxu
1657,01/05/21,13.6,0.3%,-3.1%,0.3%,Indautxu
1658,01/04/21,13.5,-0.8%,-3.4%,-1.6%,Indautxu
1659,01/03/21,13.6,-2.6%,0.5%,-0.8%,Indautxu
1660,01/02/21,14.0,n.d.,"4,00%",1.1%,Indautxu
1661,01/01/21,14.0,3.2%,"5,00%",1.8%,Indautxu
1662,01/12/20,13.6,0.8%,0.1%,0.5%,Indautxu
1663,01/11/20,13.5,"1,00%",-0.8%,2.9%,Indautxu
1664,01/10/20,13.3,-1.7%,n.d.,5.3%,Indautxu
1665,01/09/20,13.6,-0.1%,1.7%,5.9%,Indautxu
1666,01/08/20,13.6,1.8%,0.3%,7.4%,Indautxu
1667,01/07/20,13.3,n.d.,"-3,00%",5.3%,Indautxu
1668,01/06/20,13.3,-1.4%,"-3,00%",5.7%,Indautxu
1669,01/05/20,13.5,-1.6%,-2.3%,10.3%,Indautxu
1670,01/04/20,13.8,n.d.,n.d.,14.6%,Indautxu
1671,01/03/20,13.8,-0.7%,1.9%,"10,00%",Indautxu
1672,01/02/20,13.8,0.7%,5.9%,5.5%,Indautxu
1673,01/01/20,13.8,1.9%,8.6%,3.1%,Indautxu
1674,01/12/19,13.5,3.2%,5.4%,1.3%,Indautxu
1675,01/11/19,13.1,3.2%,3.5%,-1.9%,Indautxu
1676,01/10/19,12.7,-1.1%,n.d.,-3.1%,Indautxu
1677,01/09/19,12.8,1.4%,1.5%,-2.9%,Indautxu
1678,01/08/19,12.6,-0.3%,"3,00%",-5.3%,Indautxu
1679,01/07/19,12.7,0.4%,5.6%,-3.9%,Indautxu
1680,01/06/19,12.6,2.9%,0.9%,-0.9%,Indautxu
1681,01/05/19,12.3,2.2%,-6.6%,1.3%,Indautxu
1682,01/04/19,12.0,"-4,00%","-10,00%","-2,00%",Indautxu
1683,01/03/19,12.5,-4.8%,-6.2%,2.9%,Indautxu
1684,01/02/19,13.1,-1.6%,-1.6%,8.7%,Indautxu
1685,01/01/19,13.3,n.d.,"2,00%",8.7%,Indautxu
1686,01/12/18,13.3,n.d.,1.1%,7.9%,Indautxu
1687,01/11/18,13.3,"2,00%",n.d.,6.7%,Indautxu
1688,01/10/18,13.1,-0.9%,-0.8%,5.9%,Indautxu
1689,01/09/18,13.2,"-1,00%",3.7%,7.2%,Indautxu
1690,01/08/18,13.3,1.1%,10.1%,6.7%,Indautxu
1691,01/07/18,13.2,3.6%,7.6%,8.1%,Indautxu
1692,01/06/18,12.7,5.1%,4.8%,6.1%,Indautxu
1693,01/05/18,12.1,-1.2%,0.2%,1.1%,Indautxu
1694,01/04/18,12.3,0.8%,-0.1%,3.2%,Indautxu
1695,01/03/18,12.2,0.6%,-1.6%,2.4%,Indautxu
1696,01/02/18,12.1,-1.5%,-3.4%,1.8%,Indautxu
1697,01/01/18,12.3,-0.7%,-0.7%,-0.6%,Indautxu
1698,01/12/17,12.4,-1.2%,0.4%,-2.5%,Indautxu
1699,01/11/17,12.5,1.2%,n.d.,4.2%,Indautxu
1700,01/10/17,12.4,0.4%,1.3%,4.5%,Indautxu
1701,01/09/17,12.3,-1.5%,2.6%,1.9%,Indautxu
1702,01/08/17,12.5,2.5%,4.4%,3.1%,Indautxu
1703,01/07/17,12.2,1.6%,2.7%,0.4%,Indautxu
1704,01/06/17,12.0,0.2%,1.1%,1.8%,Indautxu
1705,01/05/17,12.0,0.8%,0.9%,2.8%,Indautxu
1706,01/04/17,11.9,0.1%,-3.7%,1.2%,Indautxu
1707,01/03/17,11.9,n.d.,-6.3%,-0.3%,Indautxu
1708,01/02/17,11.9,-3.8%,-1.1%,-0.3%,Indautxu
1709,01/01/17,12.3,-2.6%,4.4%,3.9%,Indautxu
1710,01/12/16,12.7,5.6%,4.8%,7.7%,Indautxu
1711,01/11/16,12.0,1.5%,"-1,00%",2.2%,Indautxu
1712,01/10/16,11.8,-2.2%,-2.7%,1.3%,Indautxu
1713,01/09/16,12.1,-0.3%,2.5%,"3,00%",Indautxu
1714,01/08/16,12.1,-0.2%,4.1%,"3,00%",Indautxu
1715,01/07/16,12.1,"3,00%",3.5%,2.9%,Indautxu
1716,01/06/16,11.8,1.2%,"-1,00%","1,00%",Indautxu
1717,01/05/16,11.6,-0.7%,-2.2%,1.9%,Indautxu
1718,01/04/16,11.7,-1.4%,-1.2%,-0.7%,Indautxu
1719,01/03/16,11.9,n.d.,1.2%,0.3%,Indautxu
1720,01/02/16,11.9,0.3%,1.4%,-0.8%,Indautxu
1721,01/01/16,11.9,0.9%,1.8%,0.3%,Indautxu
1722,01/12/15,11.8,0.2%,0.3%,"-2,00%",Indautxu
1723,01/11/15,11.7,0.6%,-0.2%,-0.8%,Indautxu
1724,01/10/15,11.7,-0.6%,-1.2%,n.d.,Indautxu
1725,01/09/15,11.7,-0.3%,0.6%,1.7%,Indautxu
1726,01/08/15,11.8,-0.3%,2.9%,"2,00%",Indautxu
1727,01/07/15,11.8,1.2%,-0.1%,3.3%,Indautxu
1728,01/06/15,11.7,2.1%,-1.8%,n.d.,Indautxu
1729,01/05/15,11.4,-3.3%,-4.8%,-0.6%,Indautxu
1730,01/04/15,11.8,-0.5%,-0.2%,3.4%,Indautxu
1731,01/03/15,11.9,"-1,00%","-1,00%",4.8%,Indautxu
1732,01/02/15,12.0,1.4%,1.4%,5.9%,Indautxu
1733,01/01/15,11.8,-1.3%,1.5%,3.6%,Indautxu
1734,01/12/14,12.0,1.4%,"4,00%",3.8%,Indautxu
1735,01/11/14,11.8,1.5%,2.6%,2.6%,Indautxu
1736,01/10/14,11.7,1.1%,2.1%,2.9%,Indautxu
1737,01/09/14,11.5,n.d.,-1.1%,2.2%,Indautxu
1738,01/08/14,11.5,"1,00%",0.3%,-0.3%,Indautxu
1739,01/07/14,11.4,"-2,00%",n.d.,"-2,00%",Indautxu
1740,01/06/14,11.7,1.4%,2.9%,-0.4%,Indautxu
1741,01/05/14,11.5,0.6%,1.5%,-0.3%,Indautxu
1742,01/04/14,11.4,0.8%,n.d.,-1.2%,Indautxu
1743,01/03/14,11.3,n.d.,"-2,00%",-1.4%,Indautxu
1744,01/02/14,11.3,-0.8%,-1.8%,"-4,00%",Indautxu
1745,01/01/14,11.4,-1.2%,0.8%,-4.8%,Indautxu
1746,01/12/13,11.6,0.2%,2.5%,-5.4%,Indautxu
1747,01/11/13,11.5,1.8%,-0.3%,-4.9%,Indautxu
1748,01/10/13,11.3,0.4%,-2.9%,-6.8%,Indautxu
1749,01/09/13,11.3,-2.5%,-3.7%,-7.7%,Indautxu
1750,01/08/13,11.6,-0.8%,0.4%,-5.5%,Indautxu
1751,01/07/13,11.7,-0.4%,0.9%,-4.5%,Indautxu
1752,01/06/13,11.7,1.6%,1.9%,-6.3%,Indautxu
1753,01/05/13,11.5,-0.3%,-2.3%,-9.6%,Indautxu
1754,01/04/13,11.6,0.5%,-3.7%,-14.8%,Indautxu
1755,01/03/13,11.5,-2.6%,-5.9%,-13.7%,Indautxu
1756,01/02/13,11.8,-1.7%,-2.7%,-12.3%,Indautxu
1757,01/01/13,12.0,-1.7%,-1.3%,-12.4%,Indautxu
1758,01/12/12,12.2,0.8%,n.d.,-10.4%,Indautxu
1759,01/11/12,12.1,-0.3%,"-1,00%",-6.6%,Indautxu
1760,01/10/12,12.2,-0.5%,-0.5%,-4.1%,Indautxu
1761,01/09/12,12.2,-0.2%,-2.2%,-7.5%,Indautxu
1762,01/08/12,12.3,0.2%,"-4,00%",-5.5%,Indautxu
1763,01/07/12,12.2,-2.2%,-9.9%,n.d.,Indautxu
1764,01/06/12,12.5,"-2,00%",-6.2%,n.d.,Indautxu
1765,01/05/12,12.8,"-6,00%",-5.2%,n.d.,Indautxu
1766,01/04/12,13.6,1.8%,"-1,00%",n.d.,Indautxu
1767,01/03/12,13.3,"-1,00%",-2.2%,n.d.,Indautxu
1768,01/02/12,13.5,-1.8%,3.7%,n.d.,Indautxu
1769,01/01/12,13.7,0.6%,8.2%,n.d.,Indautxu
1770,01/12/11,13.6,"5,00%",3.2%,n.d.,Indautxu
1771,01/11/11,13.0,2.4%,0.2%,n.d.,Indautxu
1772,01/10/11,12.7,-4.1%,n.d.,n.d.,Indautxu
1773,01/09/11,13.2,1.9%,n.d.,n.d.,Indautxu
1774,01/08/11,13.0,n.d.,n.d.,n.d.,Indautxu
1775,01/07/11,n.d.,n.d.,n.d.,n.d.,Indautxu
1776,01/06/11,n.d.,n.d.,n.d.,n.d.,Indautxu
1777,01/05/11,n.d.,n.d.,n.d.,n.d.,Indautxu
1778,01/04/11,n.d.,n.d.,n.d.,n.d.,Indautxu
1779,01/03/11,n.d.,n.d.,n.d.,n.d.,Indautxu
1780,01/02/11,n.d.,n.d.,n.d.,n.d.,Indautxu
1781,01/01/11,n.d.,n.d.,n.d.,n.d.,Indautxu
1782,01/12/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1783,01/11/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1784,01/10/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1785,01/09/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1786,01/08/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1787,01/07/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1788,01/06/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1789,01/05/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1790,01/04/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1791,01/03/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1792,01/02/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1793,01/01/10,n.d.,n.d.,n.d.,n.d.,Indautxu
1794,01/12/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1795,01/11/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1796,01/10/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1797,01/09/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1798,01/08/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1799,01/07/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1800,01/06/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1801,01/05/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1802,01/04/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1803,01/03/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1804,01/02/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1805,01/01/09,n.d.,n.d.,n.d.,n.d.,Indautxu
1806,01/12/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1807,01/11/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1808,01/10/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1809,01/09/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1810,01/08/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1811,01/07/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1812,01/06/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1813,01/05/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1814,01/04/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1815,01/03/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1816,01/02/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1817,01/01/08,n.d.,n.d.,n.d.,n.d.,Indautxu
1818,01/12/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1819,01/11/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1820,01/10/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1821,01/09/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1822,01/08/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1823,01/07/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1824,01/06/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1825,01/05/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1826,01/04/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1827,01/03/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1828,01/02/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1829,01/01/07,n.d.,n.d.,n.d.,n.d.,Indautxu
1830,01/12/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1831,01/11/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1832,01/10/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1833,01/09/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1834,01/08/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1835,01/07/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1836,01/06/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1837,01/05/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1838,01/04/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1839,01/03/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1840,01/02/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1841,01/01/06,n.d.,n.d.,n.d.,n.d.,Indautxu
1842,01/02/25,13.9,-3.5%,0.9%,4.6%,Rekalde
1843,01/01/25,14.4,"4,00%",6.1%,9.3%,Rekalde
1844,01/12/24,13.8,0.6%,2.6%,3.8%,Rekalde
1845,01/11/24,13.8,1.5%,"2,00%",3.3%,Rekalde
1846,01/10/24,13.6,0.4%,"4,00%",5.2%,Rekalde
1847,01/09/24,13.5,n.d.,1.4%,7.7%,Rekalde
1848,01/08/24,13.5,3.5%,1.4%,7.2%,Rekalde
1849,01/07/24,13.0,"-2,00%",-2.2%,4.3%,Rekalde
1850,01/06/24,13.3,n.d.,0.9%,6.5%,Rekalde
1851,01/05/24,13.3,-0.2%,0.3%,6.5%,Rekalde
1852,01/04/24,13.3,1.1%,1.2%,6.7%,Rekalde
1853,01/03/24,13.2,-0.6%,-1.1%,5.5%,Rekalde
1854,01/02/24,13.3,0.7%,-0.5%,6.2%,Rekalde
1855,01/01/24,13.2,-1.2%,2.2%,6.2%,Rekalde
1856,01/12/23,13.3,n.d.,6.3%,10.4%,Rekalde
1857,01/11/23,13.3,3.4%,5.9%,9.1%,Rekalde
1858,01/10/23,12.9,2.8%,3.2%,5.5%,Rekalde
1859,01/09/23,12.5,-0.4%,0.3%,3.1%,Rekalde
1860,01/08/23,12.6,0.7%,0.7%,3.5%,Rekalde
1861,01/07/23,12.5,n.d.,n.d.,2.8%,Rekalde
1862,01/06/23,12.5,n.d.,n.d.,2.7%,Rekalde
1863,01/05/23,12.5,n.d.,n.d.,2.6%,Rekalde
1864,01/04/23,12.5,n.d.,0.8%,2.1%,Rekalde
1865,01/03/23,12.5,n.d.,3.5%,"4,00%",Rekalde
1866,01/02/23,12.5,0.8%,2.3%,7.1%,Rekalde
1867,01/01/23,12.4,2.7%,1.5%,2.2%,Rekalde
1868,01/12/22,12.1,-1.2%,-0.7%,-0.7%,Rekalde
1869,01/11/22,12.2,n.d.,0.5%,1.5%,Rekalde
1870,01/10/22,12.2,0.5%,0.5%,2.5%,Rekalde
1871,01/09/22,12.2,n.d.,-0.1%,4.6%,Rekalde
1872,01/08/22,12.2,n.d.,-0.1%,4.7%,Rekalde
1873,01/07/22,12.2,-0.1%,-0.6%,3.2%,Rekalde
1874,01/06/22,12.2,-0.1%,1.3%,3.2%,Rekalde
1875,01/05/22,12.2,-0.5%,4.4%,6.6%,Rekalde
1876,01/04/22,12.2,1.8%,0.8%,9.5%,Rekalde
1877,01/03/22,12.0,"3,00%",-1.2%,4.6%,Rekalde
1878,01/02/22,11.7,-3.9%,-3.1%,"2,00%",Rekalde
1879,01/01/22,12.1,-0.2%,1.8%,5.3%,Rekalde
1880,01/12/21,12.2,"1,00%",4.6%,3.9%,Rekalde
1881,01/11/21,12.0,"1,00%",3.6%,3.2%,Rekalde
1882,01/10/21,11.9,2.6%,1.1%,3.3%,Rekalde
1883,01/09/21,11.6,0.1%,-1.4%,3.1%,Rekalde
1884,01/08/21,11.6,-1.5%,1.7%,0.8%,Rekalde
1885,01/07/21,11.8,n.d.,5.5%,4.3%,Rekalde
1886,01/06/21,11.8,3.2%,2.6%,1.4%,Rekalde
1887,01/05/21,11.4,2.2%,-0.1%,0.5%,Rekalde
1888,01/04/21,11.2,-2.7%,-3.1%,0.9%,Rekalde
1889,01/03/21,11.5,0.4%,-1.9%,-2.6%,Rekalde
1890,01/02/21,11.4,-0.8%,"-2,00%",-5.6%,Rekalde
1891,01/01/21,11.5,-1.5%,-0.1%,-4.6%,Rekalde
1892,01/12/20,11.7,0.4%,3.8%,-0.5%,Rekalde
1893,01/11/20,11.7,"1,00%",1.3%,2.1%,Rekalde
1894,01/10/20,11.5,2.4%,2.1%,"5,00%",Rekalde
1895,01/09/20,11.3,-2.1%,"-3,00%",2.6%,Rekalde
1896,01/08/20,11.5,1.9%,1.4%,3.7%,Rekalde
1897,01/07/20,11.3,-2.7%,"2,00%",1.8%,Rekalde
1898,01/06/20,11.6,2.3%,-1.4%,"5,00%",Rekalde
1899,01/05/20,11.4,2.5%,-6.2%,2.7%,Rekalde
1900,01/04/20,11.1,"-6,00%",-8.3%,-1.5%,Rekalde
1901,01/03/20,11.8,-2.7%,0.2%,5.4%,Rekalde
1902,01/02/20,12.1,0.2%,"6,00%",9.6%,Rekalde
1903,01/01/20,12.1,2.8%,9.9%,11.2%,Rekalde
1904,01/12/19,11.8,2.9%,"7,00%","7,00%",Rekalde
1905,01/11/19,11.4,3.9%,2.9%,2.7%,Rekalde
1906,01/10/19,11.0,n.d.,"-1,00%","-1,00%",Rekalde
1907,01/09/19,11.0,"-1,00%",-0.7%,-1.4%,Rekalde
1908,01/08/19,11.1,n.d.,0.4%,-1.2%,Rekalde
1909,01/07/19,11.1,0.4%,-1.2%,-0.6%,Rekalde
1910,01/06/19,11.1,"0,00%","-1,00%",-1.1%,Rekalde
1911,01/05/19,11.1,-1.6%,0.1%,-1.1%,Rekalde
1912,01/04/19,11.3,0.6%,3.5%,3.8%,Rekalde
1913,01/03/19,11.2,1.1%,1.7%,3.7%,Rekalde
1914,01/02/19,11.1,1.7%,-0.6%,2.1%,Rekalde
1915,01/01/19,10.9,-1.2%,-2.2%,0.4%,Rekalde
1916,01/12/18,11.0,-1.2%,-1.4%,2.7%,Rekalde
1917,01/11/18,11.1,0.2%,-1.1%,4.3%,Rekalde
1918,01/10/18,11.1,-0.4%,-0.6%,"4,00%",Rekalde
1919,01/09/18,11.2,-0.9%,-0.4%,5.5%,Rekalde
1920,01/08/18,11.3,0.7%,0.5%,6.9%,Rekalde
1921,01/07/18,11.2,-0.2%,3.2%,8.4%,Rekalde
1922,01/06/18,11.2,n.d.,3.7%,7.3%,Rekalde
1923,01/05/18,11.2,3.3%,3.3%,3.9%,Rekalde
1924,01/04/18,10.8,0.4%,0.1%,0.6%,Rekalde
1925,01/03/18,10.8,-0.4%,0.7%,0.2%,Rekalde
1926,01/02/18,10.8,0.1%,1.6%,2.9%,Rekalde
1927,01/01/18,10.8,"1,00%",1.3%,2.8%,Rekalde
1928,01/12/17,10.7,0.4%,1.4%,3.2%,Rekalde
1929,01/11/17,10.7,-0.1%,1.3%,3.8%,Rekalde
1930,01/10/17,10.7,"1,00%",3.6%,4.8%,Rekalde
1931,01/09/17,10.6,0.4%,1.3%,5.7%,Rekalde
1932,01/08/17,10.5,2.1%,-2.3%,3.9%,Rekalde
1933,01/07/17,10.3,-1.2%,-4.3%,-0.7%,Rekalde
1934,01/06/17,10.4,-3.1%,-3.1%,1.2%,Rekalde
1935,01/05/17,10.8,n.d.,2.3%,4.7%,Rekalde
1936,01/04/17,10.8,n.d.,2.3%,6.4%,Rekalde
1937,01/03/17,10.8,2.3%,3.7%,7.7%,Rekalde
1938,01/02/17,10.5,n.d.,2.4%,2.1%,Rekalde
1939,01/01/17,10.5,1.4%,3.3%,5.3%,Rekalde
1940,01/12/16,10.4,"1,00%",3.8%,3.8%,Rekalde
1941,01/11/16,10.3,0.9%,1.5%,-0.1%,Rekalde
1942,01/10/16,10.2,1.9%,-1.9%,-1.3%,Rekalde
1943,01/09/16,10.0,-1.3%,"-3,00%",-3.2%,Rekalde
1944,01/08/16,10.1,-2.5%,-1.5%,0.1%,Rekalde
1945,01/07/16,10.4,0.7%,2.6%,2.2%,Rekalde
1946,01/06/16,10.3,0.2%,3.2%,0.8%,Rekalde
1947,01/05/16,10.3,1.6%,-0.3%,-1.7%,Rekalde
1948,01/04/16,10.1,1.2%,1.2%,-4.4%,Rekalde
1949,01/03/16,10.0,-3.1%,"0,00%","0,00%",Rekalde
1950,01/02/16,10.3,3.1%,0.3%,3.1%,Rekalde
1951,01/01/16,10.0,n.d.,-3.2%,-1.2%,Rekalde
1952,01/12/15,10.0,-2.8%,-3.2%,-3.7%,Rekalde
1953,01/11/15,10.3,-0.4%,1.6%,-1.3%,Rekalde
1954,01/10/15,10.3,n.d.,1.7%,"2,00%",Rekalde
1955,01/09/15,10.3,"2,00%",0.9%,3.3%,Rekalde
1956,01/08/15,10.1,-0.4%,-3.3%,1.2%,Rekalde
1957,01/07/15,10.2,-0.7%,-4.1%,1.6%,Rekalde
1958,01/06/15,10.2,-2.2%,2.3%,1.7%,Rekalde
1959,01/05/15,10.5,-1.2%,4.6%,4.6%,Rekalde
1960,01/04/15,10.6,5.9%,4.6%,5.2%,Rekalde
1961,01/03/15,10.0,n.d.,-3.7%,n.d.,Rekalde
1962,01/02/15,10.0,-1.2%,"-4,00%",n.d.,Rekalde
1963,01/01/15,10.1,-2.6%,n.d.,-2.3%,Rekalde
1964,01/12/14,10.4,-0.3%,3.8%,0.7%,Rekalde
1965,01/11/14,10.4,2.9%,4.2%,0.7%,Rekalde
1966,01/10/14,10.1,1.2%,1.2%,-2.3%,Rekalde
1967,01/09/14,10.0,n.d.,-0.6%,-4.3%,Rekalde
1968,01/08/14,10.0,n.d.,n.d.,-3.2%,Rekalde
1969,01/07/14,10.0,-0.6%,-0.6%,-3.7%,Rekalde
1970,01/06/14,10.1,0.6%,0.6%,-3.1%,Rekalde
1971,01/05/14,10.0,-0.6%,n.d.,-5.3%,Rekalde
1972,01/04/14,10.1,0.6%,-2.8%,-5.1%,Rekalde
1973,01/03/14,10.0,n.d.,"-3,00%",-6.3%,Rekalde
1974,01/02/14,10.0,-3.4%,-3.3%,-6.3%,Rekalde
1975,01/01/14,10.4,0.5%,"0,00%",-4.1%,Rekalde
1976,01/12/13,10.3,-0.3%,-1.3%,-6.3%,Rekalde
1977,01/11/13,10.3,-0.1%,0.1%,-6.4%,Rekalde
1978,01/10/13,10.4,-0.9%,-0.3%,-6.8%,Rekalde
1979,01/09/13,10.4,1.1%,0.6%,-9.7%,Rekalde
1980,01/08/13,10.3,-0.5%,-2.1%,-11.7%,Rekalde
1981,01/07/13,10.4,n.d.,-2.1%,-12.6%,Rekalde
1982,01/06/13,10.4,-1.6%,-2.6%,-13.7%,Rekalde
1983,01/05/13,10.6,-0.5%,"-1,00%",-12.3%,Rekalde
1984,01/04/13,10.6,-0.6%,-1.8%,"-12,00%",Rekalde
1985,01/03/13,10.7,n.d.,"-3,00%",-11.5%,Rekalde
1986,01/02/13,10.7,-1.2%,-3.5%,-14.1%,Rekalde
1987,01/01/13,10.8,-1.9%,-2.8%,-10.9%,Rekalde
1988,01/12/12,11.0,-0.5%,-4.9%,-9.9%,Rekalde
1989,01/11/12,11.1,-0.5%,-5.5%,-9.6%,Rekalde
1990,01/10/12,11.1,"-4,00%",-6.4%,-7.4%,Rekalde
1991,01/09/12,11.6,-1.1%,-3.9%,-1.6%,Rekalde
1992,01/08/12,11.7,-1.5%,-2.9%,-0.9%,Rekalde
1993,01/07/12,11.9,-1.4%,-1.4%,n.d.,Rekalde
1994,01/06/12,12.0,"0,00%",-0.1%,n.d.,Rekalde
1995,01/05/12,12.0,"0,00%","-3,00%",n.d.,Rekalde
1996,01/04/12,12.0,"0,00%",-0.5%,n.d.,Rekalde
1997,01/03/12,12.0,-2.9%,-1.4%,n.d.,Rekalde
1998,01/02/12,12.4,2.5%,1.6%,n.d.,Rekalde
1999,01/01/12,12.1,-0.8%,0.9%,n.d.,Rekalde
2000,01/12/11,12.2,-0.1%,3.8%,n.d.,Rekalde
2001,01/11/11,12.2,1.9%,3.5%,n.d.,Rekalde
2002,01/10/11,12.0,"2,00%",n.d.,n.d.,Rekalde
2003,01/09/11,11.8,-0.3%,n.d.,n.d.,Rekalde
2004,01/08/11,11.8,n.d.,n.d.,n.d.,Rekalde
2005,01/07/11,n.d.,n.d.,n.d.,n.d.,Rekalde
2006,01/06/11,n.d.,n.d.,n.d.,n.d.,Rekalde
2007,01/05/11,n.d.,n.d.,n.d.,n.d.,Rekalde
2008,01/04/11,n.d.,n.d.,n.d.,n.d.,Rekalde
2009,01/03/11,n.d.,n.d.,n.d.,n.d.,Rekalde
2010,01/02/11,n.d.,n.d.,n.d.,n.d.,Rekalde
2011,01/01/11,n.d.,n.d.,n.d.,n.d.,Rekalde
2012,01/12/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2013,01/11/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2014,01/10/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2015,01/09/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2016,01/08/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2017,01/07/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2018,01/06/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2019,01/05/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2020,01/04/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2021,01/03/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2022,01/02/10,n.d.,n.d.,n.d.,n.d.,Rekalde
2023,01/01/10,n.d.,n.d.,n.d.,n.d.,Rekalde
